Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
"65,243",980.67,328.51,253.24,1.30,0.64,"66,224",288.22,0.76,0.99,0.85,0.88,0.01,0.00,0.77,1.00,BARBUNYA
"65,277","1,009.05",365.33,229.36,1.59,0.78,"66,391",288.29,0.80,0.98,0.81,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"65,284","1,020.76",383.22,222.12,1.73,0.81,"67,271",288.31,0.72,0.97,0.79,0.75,0.01,0.00,0.57,0.98,BARBUNYA
"65,290","1,032.59",342.67,243.82,1.41,0.70,"66,600",288.32,0.75,0.98,0.77,0.84,0.01,0.00,0.71,0.99,BARBUNYA
"65,301","1,011.63",357.96,232.60,1.54,0.76,"66,437",288.35,0.77,0.98,0.80,0.81,0.01,0.00,0.65,1.00,BARBUNYA
"65,330",974.89,344.98,242.13,1.42,0.71,"66,249",288.41,0.76,0.99,0.86,0.84,0.01,0.00,0.70,1.00,BARBUNYA
"65,345",996.04,362.40,230.23,1.57,0.77,"66,369",288.44,0.71,0.98,0.83,0.80,0.01,0.00,0.63,1.00,BARBUNYA
"65,425",984.71,325.01,257.48,1.26,0.61,"66,436",288.62,0.82,0.98,0.85,0.89,0.00,0.00,0.79,1.00,BARBUNYA
"65,458","1,022.13",387.38,215.99,1.79,0.83,"66,482",288.69,0.68,0.98,0.79,0.75,0.01,0.00,0.56,1.00,BARBUNYA
"65,459","1,000.76",348.15,241.20,1.44,0.72,"66,423",288.70,0.71,0.99,0.82,0.83,0.01,0.00,0.69,0.99,BARBUNYA
"65,473","1,081.91",390.15,215.36,1.81,0.83,"67,449",288.73,0.75,0.97,0.70,0.74,0.01,0.00,0.55,0.99,BARBUNYA
"65,482","1,011.66",357.07,234.23,1.52,0.75,"66,602",288.75,0.79,0.98,0.80,0.81,0.01,0.00,0.65,1.00,BARBUNYA
"65,496",988.06,366.18,228.39,1.60,0.78,"66,356",288.78,0.79,0.99,0.84,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"65,503","1,028.84",333.48,253.41,1.32,0.65,"67,100",288.79,0.77,0.98,0.78,0.87,0.01,0.00,0.75,0.99,BARBUNYA
"65,526",992.79,361.20,231.62,1.56,0.77,"66,422",288.84,0.70,0.99,0.84,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"65,532",975.53,366.87,227.88,1.61,0.78,"66,381",288.86,0.70,0.99,0.87,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"65,553",977.31,338.75,247.10,1.37,0.68,"66,402",288.90,0.76,0.99,0.86,0.85,0.01,0.00,0.73,1.00,BARBUNYA
"65,563","1,033.63",364.12,230.64,1.58,0.77,"66,934",288.92,0.81,0.98,0.77,0.79,0.01,0.00,0.63,0.99,BARBUNYA
"65,610","1,081.36",342.22,246.05,1.39,0.70,"68,005",289.03,0.69,0.96,0.71,0.84,0.01,0.00,0.71,0.99,BARBUNYA
"65,617",977.81,351.90,238.94,1.47,0.73,"66,608",289.04,0.72,0.99,0.86,0.82,0.01,0.00,0.67,0.99,BARBUNYA
"65,618",973.38,349.74,239.95,1.46,0.73,"66,416",289.05,0.81,0.99,0.87,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"65,653","1,142.44",351.95,237.88,1.48,0.74,"67,253",289.12,0.79,0.98,0.63,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"65,686","1,015.68",352.45,237.84,1.48,0.74,"66,838",289.20,0.77,0.98,0.80,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"65,707","1,000.65",361.12,233.20,1.55,0.76,"66,803",289.24,0.82,0.98,0.82,0.80,0.01,0.00,0.64,0.99,BARBUNYA
"65,732",974.42,380.51,220.47,1.73,0.82,"66,557",289.30,0.77,0.99,0.87,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"65,806","1,042.86",361.13,234.70,1.54,0.76,"67,326",289.46,0.71,0.98,0.76,0.80,0.01,0.00,0.64,0.99,BARBUNYA
"65,897",983.84,351.75,239.80,1.47,0.73,"66,806",289.66,0.82,0.99,0.86,0.82,0.01,0.00,0.68,0.99,BARBUNYA
"65,901",989.69,320.09,262.74,1.22,0.57,"67,032",289.67,0.77,0.98,0.85,0.90,0.00,0.00,0.82,1.00,BARBUNYA
"65,901","1,054.48",347.06,242.85,1.43,0.71,"67,385",289.67,0.77,0.98,0.74,0.83,0.01,0.00,0.70,1.00,BARBUNYA
"65,902","1,011.42",348.50,241.26,1.44,0.72,"66,877",289.67,0.75,0.99,0.81,0.83,0.01,0.00,0.69,1.00,BARBUNYA
"65,908",990.13,361.10,233.02,1.55,0.76,"66,692",289.68,0.72,0.99,0.84,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"65,909","1,076.99",386.92,217.43,1.78,0.83,"67,278",289.69,0.67,0.98,0.71,0.75,0.01,0.00,0.56,1.00,BARBUNYA
"65,911",988.98,380.14,221.11,1.72,0.81,"66,678",289.69,0.75,0.99,0.85,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"65,930","1,024.56",366.83,229.42,1.60,0.78,"67,081",289.73,0.75,0.98,0.79,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"65,935","1,007.87",368.86,228.98,1.61,0.78,"66,901",289.74,0.68,0.99,0.82,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"65,974","1,020.88",374.46,225.51,1.66,0.80,"66,946",289.83,0.77,0.99,0.80,0.77,0.01,0.00,0.60,0.99,BARBUNYA
"65,987","1,008.54",362.37,232.40,1.56,0.77,"67,136",289.86,0.78,0.98,0.82,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"65,994","1,024.72",343.71,245.33,1.40,0.70,"67,205",289.87,0.75,0.98,0.79,0.84,0.01,0.00,0.71,1.00,BARBUNYA
"66,026","1,010.33",348.70,242.29,1.44,0.72,"67,246",289.94,0.77,0.98,0.81,0.83,0.01,0.00,0.69,1.00,BARBUNYA
"66,040","1,020.02",369.25,229.05,1.61,0.78,"67,289",289.97,0.72,0.98,0.80,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"66,041",995.36,361.84,233.01,1.55,0.77,"67,102",289.98,0.72,0.98,0.84,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"66,062","1,010.71",357.66,236.03,1.52,0.75,"67,275",290.02,0.71,0.98,0.81,0.81,0.01,0.00,0.66,1.00,BARBUNYA
"66,073","1,020.54",363.32,231.99,1.57,0.77,"67,291",290.05,0.76,0.98,0.80,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"66,086","1,045.61",358.60,235.83,1.52,0.75,"67,353",290.07,0.73,0.98,0.76,0.81,0.01,0.00,0.65,0.99,BARBUNYA
"66,107","1,108.57",367.62,230.64,1.59,0.78,"67,763",290.12,0.70,0.98,0.68,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"66,163","1,012.84",359.85,234.41,1.54,0.76,"67,353",290.24,0.72,0.98,0.81,0.81,0.01,0.00,0.65,1.00,BARBUNYA
"66,166",974.53,364.35,232.08,1.57,0.77,"66,906",290.25,0.71,0.99,0.88,0.80,0.01,0.00,0.63,1.00,BARBUNYA
"66,185","1,035.18",338.39,249.42,1.36,0.68,"67,385",290.29,0.73,0.98,0.78,0.86,0.01,0.00,0.74,1.00,BARBUNYA
"66,291","1,048.41",371.48,227.65,1.63,0.79,"67,835",290.52,0.77,0.98,0.76,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"66,294","1,109.72",348.02,243.39,1.43,0.71,"68,370",290.53,0.73,0.97,0.68,0.83,0.01,0.00,0.70,1.00,BARBUNYA
"66,301","1,010.75",366.51,230.60,1.59,0.78,"67,227",290.55,0.70,0.99,0.82,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"66,314","1,027.76",365.63,231.26,1.58,0.77,"67,453",290.57,0.73,0.98,0.79,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"66,354","1,007.81",342.85,247.08,1.39,0.69,"67,573",290.66,0.77,0.98,0.82,0.85,0.01,0.00,0.72,1.00,BARBUNYA
"66,365","1,009.45",345.07,245.37,1.41,0.70,"67,543",290.69,0.79,0.98,0.82,0.84,0.01,0.00,0.71,1.00,BARBUNYA
"66,370","1,004.14",339.29,249.88,1.36,0.68,"67,637",290.70,0.72,0.98,0.83,0.86,0.01,0.00,0.73,1.00,BARBUNYA
"66,371","1,046.92",371.43,228.27,1.63,0.79,"68,131",290.70,0.72,0.97,0.76,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"66,372","1,060.47",369.24,230.37,1.60,0.78,"67,927",290.70,0.74,0.98,0.74,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"66,391","1,029.27",365.02,231.92,1.57,0.77,"67,367",290.74,0.69,0.99,0.79,0.80,0.01,0.00,0.63,1.00,BARBUNYA
"66,423",967.29,351.14,241.18,1.46,0.73,"67,104",290.81,0.75,0.99,0.89,0.83,0.01,0.00,0.69,1.00,BARBUNYA
"66,437","1,103.64",383.68,221.50,1.73,0.82,"68,544",290.84,0.67,0.97,0.69,0.76,0.01,0.00,0.57,1.00,BARBUNYA
"66,441","1,008.39",355.99,238.06,1.50,0.74,"67,698",290.85,0.75,0.98,0.82,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"66,444","1,009.71",365.92,235.45,1.55,0.77,"68,423",290.86,0.73,0.97,0.82,0.79,0.01,0.00,0.63,0.98,BARBUNYA
"66,449","1,106.16",382.86,221.87,1.73,0.81,"68,691",290.87,0.64,0.97,0.68,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"66,456","1,053.90",351.86,241.41,1.46,0.73,"68,026",290.89,0.72,0.98,0.75,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"66,466","1,010.09",356.17,239.33,1.49,0.74,"67,508",290.91,0.78,0.98,0.82,0.82,0.01,0.00,0.67,0.99,BARBUNYA
"66,483","1,030.88",375.32,226.10,1.66,0.80,"67,668",290.94,0.70,0.98,0.79,0.78,0.01,0.00,0.60,1.00,BARBUNYA
"66,506",986.39,325.08,261.63,1.24,0.59,"67,473",290.99,0.76,0.99,0.86,0.90,0.00,0.00,0.80,1.00,BARBUNYA
"66,520","1,002.34",374.93,226.56,1.65,0.80,"67,511",291.03,0.74,0.99,0.83,0.78,0.01,0.00,0.60,1.00,BARBUNYA
"66,547","1,044.70",366.56,233.64,1.57,0.77,"68,580",291.08,0.75,0.97,0.77,0.79,0.01,0.00,0.63,0.99,BARBUNYA
"66,555","1,032.40",339.40,250.43,1.36,0.67,"67,917",291.10,0.73,0.98,0.78,0.86,0.01,0.00,0.74,1.00,BARBUNYA
"66,642","1,029.49",346.98,246.02,1.41,0.71,"67,731",291.29,0.74,0.98,0.79,0.84,0.01,0.00,0.70,0.99,BARBUNYA
"66,700","1,020.51",356.97,238.92,1.49,0.74,"67,735",291.42,0.80,0.98,0.80,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"66,795","1,067.70",363.07,234.76,1.55,0.76,"68,388",291.63,0.78,0.98,0.74,0.80,0.01,0.00,0.65,1.00,BARBUNYA
"66,823","1,033.42",379.36,225.10,1.69,0.80,"68,016",291.69,0.75,0.98,0.79,0.77,0.01,0.00,0.59,1.00,BARBUNYA
"66,871",990.13,372.97,229.42,1.63,0.79,"67,765",291.79,0.80,0.99,0.86,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"66,882","1,028.36",356.50,240.09,1.48,0.74,"68,146",291.82,0.74,0.98,0.79,0.82,0.01,0.00,0.67,0.99,BARBUNYA
"66,884","1,022.64",352.64,242.60,1.45,0.73,"68,186",291.82,0.77,0.98,0.80,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"66,906","1,019.35",369.03,231.28,1.60,0.78,"67,928",291.87,0.76,0.98,0.81,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"66,910",996.01,355.78,239.93,1.48,0.74,"67,749",291.88,0.78,0.99,0.85,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"66,931","1,037.36",341.62,250.19,1.37,0.68,"68,309",291.92,0.78,0.98,0.78,0.85,0.01,0.00,0.73,1.00,BARBUNYA
"66,943","1,039.62",339.83,251.66,1.35,0.67,"68,327",291.95,0.80,0.98,0.78,0.86,0.01,0.00,0.74,1.00,BARBUNYA
"66,945",996.78,373.74,228.23,1.64,0.79,"67,778",291.95,0.75,0.99,0.85,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"66,985","1,009.14",340.09,251.15,1.35,0.67,"68,137",292.04,0.73,0.98,0.83,0.86,0.01,0.00,0.74,1.00,BARBUNYA
"66,991","1,056.52",357.15,239.73,1.49,0.74,"68,096",292.05,0.81,0.98,0.75,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,012","1,010.40",382.86,224.01,1.71,0.81,"68,008",292.10,0.81,0.99,0.82,0.76,0.01,0.00,0.58,0.99,BARBUNYA
"67,056","1,031.77",336.48,255.17,1.32,0.65,"68,817",292.20,0.78,0.97,0.79,0.87,0.01,0.00,0.75,0.99,BARBUNYA
"67,063",990.72,370.09,231.70,1.60,0.78,"68,087",292.21,0.72,0.98,0.86,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"67,083","1,023.33",370.05,231.38,1.60,0.78,"67,999",292.25,0.79,0.99,0.80,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"67,085","1,019.71",369.74,232.52,1.59,0.78,"68,180",292.26,0.77,0.98,0.81,0.79,0.01,0.00,0.62,0.99,BARBUNYA
"67,087","1,084.61",359.91,238.57,1.51,0.75,"68,230",292.26,0.79,0.98,0.72,0.81,0.01,0.00,0.66,0.99,BARBUNYA
"67,136","1,025.96",403.17,213.03,1.89,0.85,"68,108",292.37,0.74,0.99,0.80,0.73,0.01,0.00,0.53,1.00,BARBUNYA
"67,162","1,026.78",367.15,233.50,1.57,0.77,"68,174",292.43,0.70,0.99,0.80,0.80,0.01,0.00,0.63,1.00,BARBUNYA
"67,163",983.06,369.42,232.34,1.59,0.78,"67,907",292.43,0.76,0.99,0.87,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"67,215","1,017.51",369.98,231.74,1.60,0.78,"68,160",292.54,0.70,0.99,0.82,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"67,234",990.28,366.73,234.14,1.57,0.77,"68,057",292.58,0.75,0.99,0.86,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"67,236","1,008.39",344.04,249.57,1.38,0.69,"68,429",292.59,0.76,0.98,0.83,0.85,0.01,0.00,0.72,1.00,BARBUNYA
"67,284","1,030.01",384.46,223.35,1.72,0.81,"68,347",292.69,0.79,0.98,0.80,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"67,309","1,023.51",401.71,214.18,1.88,0.85,"68,457",292.75,0.77,0.98,0.81,0.73,0.01,0.00,0.53,1.00,BARBUNYA
"67,311","1,037.10",374.42,229.30,1.63,0.79,"68,197",292.75,0.76,0.99,0.79,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"67,359","1,028.02",375.79,230.27,1.63,0.79,"68,721",292.86,0.76,0.98,0.80,0.78,0.01,0.00,0.61,0.99,BARBUNYA
"67,412","1,052.90",377.42,228.39,1.65,0.80,"68,526",292.97,0.79,0.98,0.76,0.78,0.01,0.00,0.60,1.00,BARBUNYA
"67,413","1,077.62",359.84,239.87,1.50,0.75,"68,823",292.97,0.74,0.98,0.73,0.81,0.01,0.00,0.66,0.99,BARBUNYA
"67,429","1,124.60",393.26,219.30,1.79,0.83,"68,968",293.01,0.71,0.98,0.67,0.75,0.01,0.00,0.56,1.00,BARBUNYA
"67,437","1,041.18",380.65,226.57,1.68,0.80,"68,653",293.02,0.80,0.98,0.78,0.77,0.01,0.00,0.59,1.00,BARBUNYA
"67,439",998.96,357.31,240.53,1.49,0.74,"68,597",293.03,0.75,0.98,0.85,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,448","1,006.17",380.98,226.83,1.68,0.80,"68,544",293.05,0.73,0.98,0.84,0.77,0.01,0.00,0.59,0.99,BARBUNYA
"67,454","1,014.67",343.99,249.99,1.38,0.69,"68,666",293.06,0.73,0.98,0.82,0.85,0.01,0.00,0.73,1.00,BARBUNYA
"67,516","1,006.96",337.14,256.03,1.32,0.65,"68,525",293.20,0.79,0.99,0.84,0.87,0.00,0.00,0.76,1.00,BARBUNYA
"67,533",997.71,358.15,241.28,1.48,0.74,"68,874",293.23,0.75,0.98,0.85,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,535",990.95,351.42,245.54,1.43,0.72,"68,489",293.24,0.75,0.99,0.86,0.83,0.01,0.00,0.70,1.00,BARBUNYA
"67,538","1,010.85",371.63,231.75,1.60,0.78,"68,500",293.24,0.70,0.99,0.83,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"67,546",985.56,356.67,241.48,1.48,0.74,"68,376",293.26,0.80,0.99,0.87,0.82,0.01,0.00,0.68,1.00,BARBUNYA
"67,548","1,071.83",369.83,232.83,1.59,0.78,"68,736",293.27,0.72,0.98,0.74,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"67,554","1,031.66",363.81,236.75,1.54,0.76,"68,694",293.28,0.73,0.98,0.80,0.81,0.01,0.00,0.65,1.00,BARBUNYA
"67,623",992.57,370.49,233.25,1.59,0.78,"68,500",293.43,0.68,0.99,0.86,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"67,630","1,041.65",353.04,245.42,1.44,0.72,"68,870",293.44,0.71,0.98,0.78,0.83,0.01,0.00,0.69,0.99,BARBUNYA
"67,658","1,068.82",366.24,236.36,1.55,0.76,"69,020",293.50,0.76,0.98,0.74,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"67,659","1,058.22",370.58,233.34,1.59,0.78,"69,000",293.51,0.66,0.98,0.76,0.79,0.01,0.00,0.63,1.00,BARBUNYA
"67,666","1,005.38",345.90,250.21,1.38,0.69,"68,744",293.52,0.73,0.98,0.84,0.85,0.01,0.00,0.72,1.00,BARBUNYA
"67,686","1,044.47",368.60,234.20,1.57,0.77,"69,063",293.57,0.71,0.98,0.78,0.80,0.01,0.00,0.63,1.00,BARBUNYA
"67,718","1,046.45",353.63,244.31,1.45,0.72,"69,018",293.63,0.77,0.98,0.78,0.83,0.01,0.00,0.69,1.00,BARBUNYA
"67,724",969.98,359.95,240.51,1.50,0.74,"68,288",293.65,0.80,0.99,0.90,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,745",988.59,359.18,240.90,1.49,0.74,"68,522",293.69,0.77,0.99,0.87,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,760","1,020.17",372.77,232.13,1.61,0.78,"68,895",293.73,0.72,0.98,0.82,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"67,792","1,064.28",403.33,214.96,1.88,0.85,"68,830",293.79,0.80,0.98,0.75,0.73,0.01,0.00,0.53,1.00,BARBUNYA
"67,796","1,015.16",344.18,253.07,1.36,0.68,"69,240",293.80,0.74,0.98,0.83,0.85,0.01,0.00,0.73,0.99,BARBUNYA
"67,801","1,015.66",355.09,243.88,1.46,0.73,"68,991",293.81,0.78,0.98,0.83,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"67,808","1,032.30",364.40,238.51,1.53,0.76,"68,798",293.83,0.75,0.99,0.80,0.81,0.01,0.00,0.65,0.99,BARBUNYA
"67,822","1,034.66",353.38,245.86,1.44,0.72,"68,887",293.86,0.78,0.98,0.80,0.83,0.01,0.00,0.69,0.99,BARBUNYA
"67,848","1,001.43",388.54,222.98,1.74,0.82,"68,623",293.92,0.80,0.99,0.85,0.76,0.01,0.00,0.57,1.00,BARBUNYA
"67,849","1,022.63",389.91,222.09,1.76,0.82,"68,732",293.92,0.75,0.99,0.82,0.75,0.01,0.00,0.57,1.00,BARBUNYA
"67,856","1,036.14",372.72,232.57,1.60,0.78,"69,052",293.93,0.81,0.98,0.79,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"67,906","1,076.90",376.55,230.22,1.64,0.79,"69,325",294.04,0.76,0.98,0.74,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"67,959","1,012.44",340.59,255.26,1.33,0.66,"69,034",294.16,0.81,0.98,0.83,0.86,0.01,0.00,0.75,1.00,BARBUNYA
"67,959","1,017.31",359.58,241.19,1.49,0.74,"69,095",294.16,0.77,0.98,0.83,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,960","1,003.53",352.43,246.56,1.43,0.71,"68,906",294.16,0.72,0.99,0.85,0.83,0.01,0.00,0.70,1.00,BARBUNYA
"67,986","1,030.51",360.45,240.56,1.50,0.74,"69,183",294.21,0.72,0.98,0.80,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"67,997","1,047.09",347.97,250.17,1.39,0.70,"69,185",294.24,0.80,0.98,0.78,0.85,0.01,0.00,0.72,0.99,BARBUNYA
"68,015",993.76,386.99,224.32,1.73,0.81,"68,625",294.28,0.78,0.99,0.87,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"68,024","1,011.26",380.57,230.33,1.65,0.80,"69,648",294.30,0.70,0.98,0.84,0.77,0.01,0.00,0.60,0.99,BARBUNYA
"68,035","1,022.21",355.90,244.03,1.46,0.73,"69,243",294.32,0.80,0.98,0.82,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"68,050","1,030.99",382.71,227.23,1.68,0.80,"69,160",294.35,0.72,0.98,0.80,0.77,0.01,0.00,0.59,1.00,BARBUNYA
"68,056","1,054.62",359.73,242.20,1.49,0.74,"69,299",294.37,0.72,0.98,0.77,0.82,0.01,0.00,0.67,0.99,BARBUNYA
"68,062","1,016.67",375.28,232.55,1.61,0.78,"69,176",294.38,0.74,0.98,0.83,0.78,0.01,0.00,0.62,0.99,BARBUNYA
"68,087","1,029.89",372.47,233.90,1.59,0.78,"69,320",294.43,0.70,0.98,0.81,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"68,109","1,054.03",382.50,227.49,1.68,0.80,"69,487",294.48,0.75,0.98,0.77,0.77,0.01,0.00,0.59,1.00,BARBUNYA
"68,118","1,027.93",359.65,241.66,1.49,0.74,"69,292",294.50,0.74,0.98,0.81,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"68,120","1,010.37",368.95,235.45,1.57,0.77,"69,182",294.50,0.71,0.98,0.84,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"68,131","1,036.38",357.76,243.63,1.47,0.73,"69,197",294.53,0.78,0.98,0.80,0.82,0.01,0.00,0.68,1.00,BARBUNYA
"68,133","1,001.02",356.18,244.36,1.46,0.73,"69,129",294.53,0.70,0.99,0.85,0.83,0.01,0.00,0.68,1.00,BARBUNYA
"68,136","1,020.99",377.38,230.31,1.64,0.79,"69,141",294.54,0.80,0.99,0.82,0.78,0.01,0.00,0.61,1.00,BARBUNYA
"68,138","1,047.46",344.73,253.34,1.36,0.68,"69,362",294.54,0.78,0.98,0.78,0.85,0.01,0.00,0.73,0.99,BARBUNYA
"68,153","1,029.38",358.28,242.70,1.48,0.74,"69,257",294.58,0.76,0.98,0.81,0.82,0.01,0.00,0.68,1.00,BARBUNYA
"68,164","1,012.35",352.57,250.02,1.41,0.71,"69,862",294.60,0.79,0.98,0.84,0.84,0.01,0.00,0.70,0.98,BARBUNYA
"68,167","1,098.15",385.23,226.14,1.70,0.81,"69,964",294.61,0.79,0.97,0.71,0.76,0.01,0.00,0.58,1.00,BARBUNYA
"68,173","1,030.91",368.82,237.01,1.56,0.77,"69,468",294.62,0.77,0.98,0.81,0.80,0.01,0.00,0.64,0.99,BARBUNYA
"68,187","1,052.90",377.10,231.80,1.63,0.79,"69,510",294.65,0.76,0.98,0.77,0.78,0.01,0.00,0.61,0.99,BARBUNYA
"68,210","1,068.25",374.54,235.44,1.59,0.78,"70,112",294.70,0.78,0.97,0.75,0.79,0.01,0.00,0.62,0.98,BARBUNYA
"68,218","1,005.14",384.29,226.62,1.70,0.81,"69,026",294.72,0.75,0.99,0.85,0.77,0.01,0.00,0.59,1.00,BARBUNYA
"68,247","1,088.75",370.37,237.86,1.56,0.77,"70,172",294.78,0.77,0.97,0.72,0.80,0.01,0.00,0.63,0.99,BARBUNYA
"68,269","1,055.88",344.25,254.08,1.35,0.67,"69,922",294.83,0.75,0.98,0.77,0.86,0.01,0.00,0.73,0.99,BARBUNYA
"68,272","1,000.45",350.84,248.48,1.41,0.71,"69,358",294.83,0.78,0.98,0.86,0.84,0.01,0.00,0.71,1.00,BARBUNYA
"68,282","1,027.34",374.67,232.82,1.61,0.78,"69,244",294.85,0.80,0.99,0.81,0.79,0.01,0.00,0.62,1.00,BARBUNYA
"68,309","1,097.07",381.58,229.15,1.67,0.80,"69,725",294.91,0.70,0.98,0.71,0.77,0.01,0.00,0.60,0.99,BARBUNYA
"68,384","1,005.67",363.01,240.87,1.51,0.75,"69,167",295.07,0.74,0.99,0.85,0.81,0.01,0.00,0.66,1.00,BARBUNYA
"68,384",985.32,364.76,239.06,1.53,0.76,"69,193",295.07,0.75,0.99,0.89,0.81,0.01,0.00,0.65,1.00,BARBUNYA
"68,389","1,030.29",344.68,253.65,1.36,0.68,"69,587",295.09,0.79,0.98,0.81,0.86,0.01,0.00,0.73,1.00,BARBUNYA
"68,451","1,002.04",384.89,228.07,1.69,0.81,"69,370",295.22,0.72,0.99,0.86,0.77,0.01,0.00,0.59,0.99,BARBUNYA
"68,456","1,005.06",377.28,232.93,1.62,0.79,"69,503",295.23,0.79,0.98,0.85,0.78,0.01,0.00,0.61,0.99,BARBUNYA
"68,460","1,022.33",373.07,236.51,1.58,0.77,"69,842",295.24,0.70,0.98,0.82,0.79,0.01,0.00,0.63,0.99,BARBUNYA
"68,470","1,015.67",344.13,255.58,1.35,0.67,"69,737",295.26,0.81,0.98,0.83,0.86,0.01,0.00,0.74,0.99,BARBUNYA
"68,478","1,070.05",361.96,243.28,1.49,0.74,"69,587",295.28,0.69,0.98,0.75,0.82,0.01,0.00,0.67,0.99,BARBUNYA
"68,488","1,019.04",349.31,249.94,1.40,0.70,"69,675",295.30,0.76,0.98,0.83,0.85,0.01,0.00,0.71,1.00,BARBUNYA
"68,500","1,007.14",339.42,257.42,1.32,0.65,"69,506",295.33,0.77,0.99,0.85,0.87,0.00,0.00,0.76,1.00,BARBUNYA
"68,513","1,015.20",359.08,243.54,1.47,0.73,"69,406",295.35,0.82,0.99,0.84,0.82,0.01,0.00,0.68,1.00,BARBUNYA
"68,551","1,025.49",355.98,245.63,1.45,0.72,"69,684",295.44,0.73,0.98,0.82,0.83,0.01,0.00,0.69,1.00,BARBUNYA
"68,570","1,035.11",367.79,238.70,1.54,0.76,"69,869",295.48,0.71,0.98,0.80,0.80,0.01,0.00,0.65,0.99,BARBUNYA
"68,572","1,010.43",360.13,242.97,1.48,0.74,"69,571",295.48,0.74,0.99,0.84,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"68,605","1,034.80",369.54,236.68,1.56,0.77,"69,789",295.55,0.71,0.98,0.81,0.80,0.01,0.00,0.64,1.00,BARBUNYA
"68,616","1,034.51",369.46,237.87,1.55,0.77,"69,973",295.58,0.78,0.98,0.81,0.80,0.01,0.00,0.64,0.99,BARBUNYA
"68,619","1,055.78",360.49,243.55,1.48,0.74,"70,143",295.58,0.72,0.98,0.77,0.82,0.01,0.00,0.67,1.00,BARBUNYA
"68,638","1,006.71",326.93,269.38,1.21,0.57,"69,930",295.62,0.77,0.98,0.85,0.90,0.00,0.00,0.82,0.99,BARBUNYA
"68,648","1,004.91",347.26,252.65,1.37,0.69,"69,720",295.64,0.73,0.98,0.85,0.85,0.01,0.00,0.72,1.00,BARBUNYA
